age,balance,housing,loan,duration,campaign,y,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,poutcome_other,poutcome_success,poutcome_unknown
57,63,1,0,242,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
25,-7,1,0,365,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
53,-3,0,0,1666,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
36,506,1,0,577,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
37,0,1,0,137,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
44,2586,1,0,160,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
50,49,1,0,180,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
60,104,1,0,22,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
54,529,1,0,1492,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
58,96,1,0,616,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
36,-171,1,0,242,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
58,-364,1,0,355,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
44,0,1,0,225,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
55,0,0,0,160,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
29,0,1,0,363,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
54,1291,1,0,266,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
48,-244,1,0,253,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
32,0,1,0,179,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
42,-76,1,0,787,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
24,-103,1,1,145,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
38,243,0,1,174,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
38,424,1,0,104,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
47,306,1,0,13,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
40,24,1,0,185,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
46,179,1,0,1778,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
32,0,1,0,138,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
53,989,1,0,812,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
57,249,1,0,164,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
33,790,1,0,391,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
49,154,1,0,357,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
51,6530,1,0,91,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
60,100,0,0,528,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
59,59,1,0,273,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
55,1205,1,0,158,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
35,12223,1,1,177,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
57,5935,1,1,258,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
31,25,1,1,172,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
54,282,1,1,154,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
55,23,1,0,291,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
43,1937,1,0,181,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
53,384,1,0,176,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
44,582,0,1,211,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
55,91,0,0,349,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
49,0,1,1,272,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
55,1,1,0,208,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
45,206,1,0,193,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
47,164,0,0,212,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
42,690,1,0,20,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
59,2343,1,0,1042,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True
46,137,1,1,246,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
51,173,1,0,529,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
56,45,0,0,1467,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True
41,1270,1,0,1389,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True
46,16,1,1,188,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
57,486,1,0,180,2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
42,50,0,0,48,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
30,152,1,1,213,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
60,290,1,0,583,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
60,54,1,0,221,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
57,-37,0,0,173,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
36,101,1,1,426,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
55,383,0,0,287,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
60,81,1,0,101,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
39,0,1,0,203,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
46,229,1,0,197,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
44,-674,1,0,257,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
53,90,0,0,124,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
52,128,1,0,229,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
59,179,1,0,55,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
27,0,1,0,400,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
44,54,1,0,197,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
47,151,1,0,190,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
34,61,0,1,21,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
59,30,1,0,514,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
45,523,1,0,849,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
29,31,1,0,194,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
46,79,0,0,144,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
56,-34,1,1,212,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
36,448,1,0,286,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
59,81,1,0,107,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
44,144,1,0,247,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
41,351,1,0,518,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
33,-67,1,0,364,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
59,262,0,0,178,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
57,0,0,0,98,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
56,56,1,0,439,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
51,26,1,0,79,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
34,3,1,0,120,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
43,41,1,1,127,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
52,7,0,1,175,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
33,105,1,0,262,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
29,818,1,1,61,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
34,-16,1,1,78,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
31,0,1,0,143,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
55,2476,1,0,579,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True
55,1185,0,0,677,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
32,217,1,0,345,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
38,1685,1,0,185,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
55,802,1,1,100,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
28,0,1,0,125,2,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True
23,94,1,0,193,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
32,0,1,0,136,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
43,0,0,0,73,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
32,517,1,0,528,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
46,265,1,0,541,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
53,947,1,0,163,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
34,3,1,0,301,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
57,42,0,0,46,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True
37,37,1,0,204,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
59,57,1,0,98,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
33,22,1,0,71,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
56,8,1,0,157,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
48,293,1,0,243,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True
43,3,1,0,186,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
54,348,1,0,579,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
51,-19,1,0,163,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
26,0,1,0,610,2,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True
40,-4,1,0,2033,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
39,18,1,0,85,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
50,139,0,0,114,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
41,0,1,0,114,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
51,1883,1,0,57,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
60,216,1,0,238,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
52,782,1,0,93,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
48,904,1,0,128,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
48,1705,1,0,107,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
39,47,1,0,181,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
47,176,1,0,303,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
40,1225,1,0,558,5,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
45,86,1,0,270,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
26,82,1,0,228,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
52,271,1,0,99,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
54,1378,1,0,240,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
54,184,0,0,673,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True
50,0,0,0,233,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
35,0,1,0,1056,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
44,1357,1,1,250,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
53,19,1,0,252,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
35,434,0,0,138,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
60,92,1,0,130,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
53,1151,1,0,412,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
48,41,1,0,179,2,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True
34,51,1,0,19,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
54,214,1,0,458,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
51,1161,1,0,717,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
31,37,1,0,313,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
35,787,1,0,683,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
35,59,1,0,1077,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
38,253,1,0,416,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
36,211,1,0,146,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
58,235,1,0,167,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
40,4384,1,0,315,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
54,4080,0,0,140,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
34,53,1,1,346,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
31,0,1,0,562,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
51,2127,1,0,172,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
33,377,1,0,217,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
55,73,1,0,142,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
42,445,1,0,67,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
34,243,1,0,291,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
33,307,1,0,309,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
38,155,1,0,248,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
50,173,0,1,98,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
43,400,1,0,256,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
61,1428,1,0,82,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
47,219,1,0,577,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
48,7,1,0,286,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
44,575,1,0,477,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
35,298,1,0,611,2,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True
35,0,1,0,471,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
50,5699,1,0,381,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
41,176,1,1,42,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
41,517,1,0,251,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
39,257,1,0,408,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
42,56,1,0,215,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
38,-390,1,0,287,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
53,330,1,0,216,2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
59,195,0,0,366,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
36,301,1,0,210,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
54,-41,1,0,288,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
40,483,1,0,168,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
47,28,0,0,338,2,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True
53,13,0,0,410,3,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True
46,965,0,0,177,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
39,378,1,1,127,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
40,219,1,0,357,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True
28,324,1,0,175,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
35,-69,1,0,300,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
55,0,0,1,136,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
43,205,1,0,1419,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
48,278,1,0,125,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
58,1065,1,0,213,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
33,34,1,0,27,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
36,1033,0,0,238,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
53,1467,1,0,124,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
47,-12,1,0,18,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
31,388,1,0,730,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
57,294,1,0,746,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
53,1827,0,0,121,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
55,627,1,0,247,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
45,25,1,0,40,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
53,315,1,0,181,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
37,0,1,0,79,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
44,66,1,0,206,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
49,-9,1,1,389,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
46,349,1,1,127,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
43,100,1,0,702,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
38,0,0,0,151,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
43,434,1,0,117,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
49,3237,1,0,232,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
42,275,0,0,408,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
22,0,1,0,179,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
40,207,1,0,39,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
39,483,1,0,282,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
51,2248,1,0,714,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
49,428,1,0,50,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
53,0,1,1,181,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
34,0,1,0,142,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
33,140,1,0,227,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
50,297,1,0,119,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
39,279,1,0,361,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
59,901,1,0,73,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
30,2573,1,0,67,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
36,143,1,1,350,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
40,475,1,0,332,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
53,70,1,0,611,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
34,318,1,0,113,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
37,275,1,0,132,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
42,742,1,0,58,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
41,236,1,0,151,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
30,25,1,0,89,2,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True
37,600,1,0,152,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
39,-349,1,0,611,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
41,183,1,1,110,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
40,0,1,0,463,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
42,0,1,1,562,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
40,0,1,0,962,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
57,1078,1,0,10,4,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
56,155,0,0,118,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
37,190,1,0,92,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
59,319,1,0,143,3,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
39,-185,1,0,189,3,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
49,47,0,0,234,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
38,570,1,0,75,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
36,19,0,0,189,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
50,61,1,0,621,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
41,-62,1,1,55,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
54,258,0,0,310,4,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
58,76,1,0,156,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
30,0,1,0,5,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
33,352,1,0,225,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
47,368,1,0,125,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
50,339,1,0,2,3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
32,1331,1,0,286,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
40,672,1,0,164,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
37,58,1,0,98,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
54,447,1,0,742,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
24,423,1,0,226,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True
54,0,0,0,120,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
34,19,1,0,362,4,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
56,13,1,0,357,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
31,3,1,0,200,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
24,82,1,0,204,2,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True
42,28,1,0,126,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
57,792,1,0,65,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
42,408,1,0,107,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
51,531,1,0,267,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
57,211,1,0,248,2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
36,62,1,0,215,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
53,257,1,0,209,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
50,1234,1,0,205,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
54,313,1,0,83,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
55,89,1,0,106,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
44,129,1,1,189,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
43,0,1,0,105,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
56,353,1,0,106,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
54,851,1,0,108,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
55,96,1,1,311,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
37,398,1,1,214,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
33,193,0,0,132,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
46,-358,1,0,358,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
36,539,1,1,453,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
51,0,1,0,364,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
40,0,0,0,136,2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
42,490,1,0,386,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
51,0,1,0,173,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
49,403,1,0,241,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
48,161,1,0,224,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
32,2558,0,0,148,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
31,98,1,0,196,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
55,115,0,0,111,4,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
